question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,race_id,answer,candidate_id,candidate_name,candidate_party,pct,fte_grade_buckets,fte_grade_good,poll_date,weeks_left
129860,69657,2020,National,1189,Morning Consult,NA,NA,Morning Consult,218,Morning Consult,B/C,12965,lv,lv,Online,U.S. President,0,NA,9/18/20,9/20/20,11/3/20,NA,FALSE,NA,TRUE,FALSE,FALSE,9/22/20 10:24,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,51,3,1,0020-09-20,6
129860,69657,2020,National,1189,Morning Consult,NA,NA,Morning Consult,218,Morning Consult,B/C,12965,lv,lv,Online,U.S. President,0,NA,9/18/20,9/20/20,11/3/20,NA,FALSE,NA,TRUE,FALSE,FALSE,9/22/20 10:24,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,6210,Trump,13254,Donald Trump,REP,44,3,1,0020-09-20,6
129678,69587,2020,Maine,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,500,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:03,NA,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,6232,Biden,13256,Joseph R. Biden Jr.,DEM,50.8,0,0,0020-09-20,6
129678,69587,2020,Maine,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,500,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:03,NA,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,6232,Trump,13254,Donald Trump,REP,38.6,0,0,0020-09-20,6
129678,69587,2020,Maine,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,500,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:03,NA,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,6232,De La Fuente,13610,Roque De La Fuente,OTH,0.2,0,0,0020-09-20,6
129678,69587,2020,Maine,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,500,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:03,NA,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,6232,Hawkins,14612,Howie Hawkins,GRE,0.2,0,0,0020-09-20,6
129678,69587,2020,Maine,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,500,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:03,NA,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,6232,Jorgensen,14611,Jo Jorgensen,LIB,1,0,0,0020-09-20,6
129679,69587,2020,Maine,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,500,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,allocated after RCV,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,6232,Biden,13256,Joseph R. Biden Jr.,DEM,51.4,0,0,0020-09-20,6
129679,69587,2020,Maine,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,500,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,allocated after RCV,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,6232,Trump,13254,Donald Trump,REP,39.2,0,0,0020-09-20,6
129679,69587,2020,Maine,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,500,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,allocated after RCV,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,6232,De La Fuente,13610,Roque De La Fuente,OTH,0.2,0,0,0020-09-20,6
129679,69587,2020,Maine,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,500,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,allocated after RCV,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,6232,Hawkins,14612,Howie Hawkins,GRE,0.2,0,0,0020-09-20,6
129679,69587,2020,Maine,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,500,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,allocated after RCV,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,6232,Jorgensen,14611,Jo Jorgensen,LIB,0,0,0,0020-09-20,6
129680,69588,2020,Maine CD-1,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,267,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,NA,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,8422,Biden,13256,Joseph R. Biden Jr.,DEM,54.31,0,0,0020-09-20,6
129680,69588,2020,Maine CD-1,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,267,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,NA,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,8422,Trump,13254,Donald Trump,REP,32.58,0,0,0020-09-20,6
129680,69588,2020,Maine CD-1,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,267,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,NA,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,8422,De La Fuente,13610,Roque De La Fuente,OTH,0.37,0,0,0020-09-20,6
129680,69588,2020,Maine CD-1,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,267,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,NA,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,8422,Hawkins,14612,Howie Hawkins,GRE,0.37,0,0,0020-09-20,6
129680,69588,2020,Maine CD-1,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,267,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,NA,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,8422,Jorgensen,14611,Jo Jorgensen,LIB,1.5,0,0,0020-09-20,6
129681,69588,2020,Maine CD-1,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,267,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,allocated after RCV,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,8422,Biden,13256,Joseph R. Biden Jr.,DEM,55.43,0,0,0020-09-20,6
129681,69588,2020,Maine CD-1,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,267,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,allocated after RCV,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,8422,Trump,13254,Donald Trump,REP,33.71,0,0,0020-09-20,6
129681,69588,2020,Maine CD-1,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,267,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,allocated after RCV,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,8422,De La Fuente,13610,Roque De La Fuente,OTH,0.37,0,0,0020-09-20,6
129681,69588,2020,Maine CD-1,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,267,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,allocated after RCV,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,8422,Hawkins,14612,Howie Hawkins,GRE,0,0,0,0020-09-20,6
129681,69588,2020,Maine CD-1,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,267,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,allocated after RCV,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,8422,Jorgensen,14611,Jo Jorgensen,LIB,0,0,0,0020-09-20,6
129682,69589,2020,Maine CD-2,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,233,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,NA,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,8423,Biden,13256,Joseph R. Biden Jr.,DEM,46.78,0,0,0020-09-20,6
129682,69589,2020,Maine CD-2,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,233,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,NA,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,8423,Trump,13254,Donald Trump,REP,45.49,0,0,0020-09-20,6
129682,69589,2020,Maine CD-2,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,233,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,NA,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,8423,De La Fuente,13610,Roque De La Fuente,OTH,0,0,0,0020-09-20,6
129682,69589,2020,Maine CD-2,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,233,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,NA,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,8423,Hawkins,14612,Howie Hawkins,GRE,0,0,0,0020-09-20,6
129682,69589,2020,Maine CD-2,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,233,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,NA,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,8423,Jorgensen,14611,Jo Jorgensen,LIB,0.43,0,0,0020-09-20,6
129683,69589,2020,Maine CD-2,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,233,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,allocated after RCV,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,8423,Biden,13256,Joseph R. Biden Jr.,DEM,46.78,0,0,0020-09-20,6
129683,69589,2020,Maine CD-2,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,233,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,allocated after RCV,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,8423,Trump,13254,Donald Trump,REP,45.49,0,0,0020-09-20,6
129683,69589,2020,Maine CD-2,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,233,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,allocated after RCV,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,8423,De La Fuente,13610,Roque De La Fuente,OTH,0,0,0,0020-09-20,6
129683,69589,2020,Maine CD-2,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,233,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,allocated after RCV,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,8423,Hawkins,14612,Howie Hawkins,GRE,0.43,0,0,0020-09-20,6
129683,69589,2020,Maine CD-2,458,Suffolk University,68,Boston Globe,Suffolk University,323,Suffolk University,A,233,lv,lv,Live Phone,U.S. President,0,NA,9/17/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:04,allocated after RCV,https://assets.documentcloud.org/documents/7214149/MaineCrosstabs.pdf,general,8423,Jorgensen,14611,Jo Jorgensen,LIB,0,0,0,0020-09-20,6
129829,69637,2020,South Carolina,1189,Morning Consult,NA,NA,Morning Consult,218,Morning Consult,B/C,764,lv,lv,Online,U.S. President,0,NA,9/11/20,9/20/20,11/3/20,NA,FALSE,NA,TRUE,FALSE,FALSE,9/22/20 06:02,NA,https://morningconsult.com/2020/09/22/majority-makers-south-carolina-senate-harrison-graham/,general,6251,Biden,13256,Joseph R. Biden Jr.,DEM,44,3,1,0020-09-20,6
129829,69637,2020,South Carolina,1189,Morning Consult,NA,NA,Morning Consult,218,Morning Consult,B/C,764,lv,lv,Online,U.S. President,0,NA,9/11/20,9/20/20,11/3/20,NA,FALSE,NA,TRUE,FALSE,FALSE,9/22/20 06:02,NA,https://morningconsult.com/2020/09/22/majority-makers-south-carolina-senate-harrison-graham/,general,6251,Trump,13254,Donald Trump,REP,50,3,1,0020-09-20,6
129839,69646,2020,Georgia,847,University of Georgia,655,Atlanta Journal-Constitution,University of Georgia,350,University of Georgia,B/C,1150,lv,lv,Live Phone,U.S. President,0,NA,9/11/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/22/20 06:06,NA,https://www.ajc.com/politics/ajc-poll-race-for-president-senate-contests-in-georgia-too-close-to-call/FCIZO2M5ZNH2XAQBRMAXJLFQVE/,general,6221,Biden,13256,Joseph R. Biden Jr.,DEM,47,3,1,0020-09-20,6
129839,69646,2020,Georgia,847,University of Georgia,655,Atlanta Journal-Constitution,University of Georgia,350,University of Georgia,B/C,1150,lv,lv,Live Phone,U.S. President,0,NA,9/11/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/22/20 06:06,NA,https://www.ajc.com/politics/ajc-poll-race-for-president-senate-contests-in-georgia-too-close-to-call/FCIZO2M5ZNH2XAQBRMAXJLFQVE/,general,6221,Trump,13254,Donald Trump,REP,47.3,3,1,0020-09-20,6
129839,69646,2020,Georgia,847,University of Georgia,655,Atlanta Journal-Constitution,University of Georgia,350,University of Georgia,B/C,1150,lv,lv,Live Phone,U.S. President,0,NA,9/11/20,9/20/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/22/20 06:06,NA,https://www.ajc.com/politics/ajc-poll-race-for-president-senate-contests-in-georgia-too-close-to-call/FCIZO2M5ZNH2XAQBRMAXJLFQVE/,general,6221,Jorgensen,14611,Jo Jorgensen,LIB,1.4,3,1,0020-09-20,6
129717,69618,2020,National,1610,USC Dornsife/Los Angeles Times,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5332,rv,rv,Online,U.S. President,0,NA,9/7/20,9/20/20,11/3/20,NA,FALSE,NA,TRUE,FALSE,FALSE,9/21/20 13:33,traditional voting question (RV),https://election.usc.edu/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,50.52,3,1,0020-09-20,6
129717,69618,2020,National,1610,USC Dornsife/Los Angeles Times,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5332,rv,rv,Online,U.S. President,0,NA,9/7/20,9/20/20,11/3/20,NA,FALSE,NA,TRUE,FALSE,FALSE,9/21/20 13:33,traditional voting question (RV),https://election.usc.edu/,general,6210,Trump,13254,Donald Trump,REP,41.91,3,1,0020-09-20,6
129745,69618,2020,National,1610,USC Dornsife/Los Angeles Times,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5446,lv,lv,Online,U.S. President,0,NA,9/7/20,9/20/20,11/3/20,NA,FALSE,NA,TRUE,FALSE,FALSE,9/21/20 13:35,probabilistic voting question,https://election.usc.edu/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,51.36,3,1,0020-09-20,6
129745,69618,2020,National,1610,USC Dornsife/Los Angeles Times,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5446,lv,lv,Online,U.S. President,0,NA,9/7/20,9/20/20,11/3/20,NA,FALSE,NA,TRUE,FALSE,FALSE,9/21/20 13:35,probabilistic voting question,https://election.usc.edu/,general,6210,Trump,13254,Donald Trump,REP,41.9,3,1,0020-09-20,6
129773,69618,2020,National,1610,USC Dornsife/Los Angeles Times,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5446,lv,lv,Online,U.S. President,0,NA,9/7/20,9/20/20,11/3/20,NA,FALSE,NA,TRUE,FALSE,FALSE,9/21/20 13:36,traditional voting question,https://election.usc.edu/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,52.49,3,1,0020-09-20,6
129773,69618,2020,National,1610,USC Dornsife/Los Angeles Times,NA,NA,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5446,lv,lv,Online,U.S. President,0,NA,9/7/20,9/20/20,11/3/20,NA,FALSE,NA,TRUE,FALSE,FALSE,9/21/20 13:36,traditional voting question,https://election.usc.edu/,general,6210,Trump,13254,Donald Trump,REP,41.75,3,1,0020-09-20,6
129806,69621,2020,National,1554,RMG Research,1262,Just the News,RMG Research,555,RMG Research,B/C,773,lv,lv,IVR/Online/Text,U.S. President,0,NA,9/17/20,9/19/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 14:23,NA,https://justthenews.com/politics-policy/polling/biden-holds-steady-6-point-lead-over-trump-less-two-months-election,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,50,3,1,0020-09-19,6
129806,69621,2020,National,1554,RMG Research,1262,Just the News,RMG Research,555,RMG Research,B/C,773,lv,lv,IVR/Online/Text,U.S. President,0,NA,9/17/20,9/19/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 14:23,NA,https://justthenews.com/politics-policy/polling/biden-holds-steady-6-point-lead-over-trump-less-two-months-election,general,6210,Trump,13254,Donald Trump,REP,44,3,1,0020-09-19,6
129806,69621,2020,National,1554,RMG Research,1262,Just the News,RMG Research,555,RMG Research,B/C,773,lv,lv,IVR/Online/Text,U.S. President,0,NA,9/17/20,9/19/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 14:23,NA,https://justthenews.com/politics-policy/polling/biden-holds-steady-6-point-lead-over-trump-less-two-months-election,general,6210,Jorgensen,14611,Jo Jorgensen,LIB,2,3,1,0020-09-19,6
129806,69621,2020,National,1554,RMG Research,1262,Just the News,RMG Research,555,RMG Research,B/C,773,lv,lv,IVR/Online/Text,U.S. President,0,NA,9/17/20,9/19/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 14:23,NA,https://justthenews.com/politics-policy/polling/biden-holds-steady-6-point-lead-over-trump-less-two-months-election,general,6210,Hawkins,14612,Howie Hawkins,GRE,1,3,1,0020-09-19,6
129859,69656,2020,National,1189,Morning Consult,NA,NA,Morning Consult,218,Morning Consult,B/C,12000,lv,lv,Online,U.S. President,0,NA,9/17/20,9/19/20,11/3/20,NA,FALSE,NA,TRUE,FALSE,FALSE,9/22/20 10:24,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,51,3,1,0020-09-19,6
129859,69656,2020,National,1189,Morning Consult,NA,NA,Morning Consult,218,Morning Consult,B/C,12000,lv,lv,Online,U.S. President,0,NA,9/17/20,9/19/20,11/3/20,NA,FALSE,NA,TRUE,FALSE,FALSE,9/22/20 10:24,NA,https://morningconsult.com/2020-presidential-election-tracker/,general,6210,Trump,13254,Donald Trump,REP,43,3,1,0020-09-19,6
129684,69590,2020,National,228,IBD/TIPP,NA,NA,IBD/TIPP,144,IBD/TIPP,A/B,1022,rv,rv,Online,U.S. President,0,NA,9/16/20,9/19/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:10,NA,https://www.investors.com/politics/joe-biden-leads-president-trump-race-tightens-ibd-tipp-election-poll/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,47.9,1,0,0020-09-19,6
129684,69590,2020,National,228,IBD/TIPP,NA,NA,IBD/TIPP,144,IBD/TIPP,A/B,1022,rv,rv,Online,U.S. President,0,NA,9/16/20,9/19/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:10,NA,https://www.investors.com/politics/joe-biden-leads-president-trump-race-tightens-ibd-tipp-election-poll/,general,6210,Trump,13254,Donald Trump,REP,43.4,1,0,0020-09-19,6
129685,69590,2020,National,228,IBD/TIPP,NA,NA,IBD/TIPP,144,IBD/TIPP,A/B,962,lv,lv,Online,U.S. President,0,NA,9/16/20,9/19/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:10,NA,https://www.investors.com/politics/joe-biden-leads-president-trump-race-tightens-ibd-tipp-election-poll/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,49.5,1,0,0020-09-19,6
129685,69590,2020,National,228,IBD/TIPP,NA,NA,IBD/TIPP,144,IBD/TIPP,A/B,962,lv,lv,Online,U.S. President,0,NA,9/16/20,9/19/20,11/3/20,NA,FALSE,NA,NA,FALSE,FALSE,9/21/20 11:10,NA,https://www.investors.com/politics/joe-biden-leads-president-trump-race-tightens-ibd-tipp-election-poll/,general,6210,Trump,13254,Donald Trump,REP,43.9,1,0,0020-09-19,6
